1,1.0
2,1.2026800784561311
3,1.5847658167871053
4,1.7569623892591146
5,2.026646685319391
6,2.1515433033565574
7,2.4065436116363212
8,2.4996822126870284
9,2.7024283430811766
10,2.820055247338196
11,2.964596754783263
12,3.0898884019047905
13,3.202640258832203
14,3.327792662758522
15,3.42302075954612
16,3.573777101877473
17,3.6506203733516713
18,3.73464557153869
19,3.876107461571531
20,3.9278808693050333
21,4.0498799218146955
22,4.161225319846185
23,4.262767441716867
24,4.372819620478424
25,4.493892123160238
26,4.5167514648759175
27,4.613562209036622
28,4.68214698527988
29,4.810403675734817
30,4.835656111703463
31,4.929589480867119
32,4.9944410976269005
33,5.115307086973016
34,5.21627953434952
35,5.220053714784485
36,5.291971048996819
37,5.3845057972956125
38,5.439693581388231
39,5.548400982417525
40,5.5782835735426275
41,5.660370608650889
42,5.759111239120056
43,5.836475216650473
44,5.865259053373201
45,5.98031322108499
46,6.000040422532757
47,6.120793806224764
48,6.140589996528371
49,6.217667515570883
50,6.329551363395942
51,6.320650516615361
52,6.441713953171909
53,6.460795513587092
54,6.514993617135493
55,6.558676386832869
56,6.595806956473504
57,6.754546295257485
58,6.777836596886266
59,6.79089293874989
60,6.80982294933972
61,6.825095351619314
62,6.963809824242677
63,7.07951089140876
64,7.143880224192889
65,7.192002319671384
66,7.200647626088902
67,7.236392880178611
68,7.3079889934607785
69,7.3475490555805445
70,7.4043130171879135
71,7.500620877287317
72,7.493688921368
73,7.632550719646505
74,7.642807304774818
75,7.664835285627599
76,7.667282323389466
77,7.807446416765025
78,7.820710155347067
79,7.936787243454855
80,7.953925527244402
81,7.932869535624584
82,8.04000497420984
83,8.06790572051452
84,8.081983030461387
85,8.245588159194678
86,8.197599534014913
87,8.32460196619422
88,8.357332828466351
89,8.274449446687091
90,8.419448272210358
91,8.377553195754611
92,8.431483442002618
93,8.58027223100217
94,8.553616060043916
95,8.68150550373398
96,8.730365291114838
97,8.756823456136898
98,8.846033177062784
99,8.883814701559288
